"","id","user_id","user_login","user_name","game_id","game_name","type","title","viewer_count","started_at","language","thumbnail_url","tag_ids","is_mature"
"11","41385763515","224539819","aussieantics","AussieAntics","516575","VALORANT","live","Road to Radiant (Day 2) -> Watching VCT GC","613","2022-10-13T16:33:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aussieantics-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"12","41385807979","30633519","flexinja","Flexinja","516575","VALORANT","live","HARBOR GAMEPLAY LETS GET WET  // twitter @Flexinja","524","2022-10-13T16:59:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_flexinja-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"13","41385992987","29122976","sgares","sgares","516575","VALORANT","live","100T SGARES ~ HARBOR PLAYTEST PATCH 5.08","514","2022-10-13T18:44:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_sgares-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"14","40342686201","104809718","alexis","alexis","516575","VALORANT","live","C9 alexis | TESTING NEW AGENT HARBOR!!","460","2022-10-13T15:31:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_alexis-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"15","47297697037","665756558","tokibbi","tokibbi","516575","VALORANT","live","HARBOR PLAY TEST | @tokibbi on social | !yt","460","2022-10-13T16:59:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_tokibbi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"16","47297982669","41249783","nosyy","nosyy","516575","VALORANT","live","HARBOR PLAYTEST","455","2022-10-13T18:30:43Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_nosyy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"17","40342523801","136981884","codey","codey","516575","VALORANT","live","im very vulernable rn if any bad shordies wanna take advantage lol","353","2022-10-13T14:19:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_codey-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"18","41385665643","75425569","edisonparklive","edisonparklive","516575","VALORANT","live","RESEARCHING HARBOR LINEUPS??","351","2022-10-13T15:32:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_edisonparklive-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"19","41385801067","68336635","babynikki","Babynikki","516575","VALORANT","live","TSM INVITATIONAL TODAY @ 4PM PST | !socials","334","2022-10-13T16:56:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_babynikki-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"20","47297808893","66243419","babyj","BabyJ","516575","VALORANT","live","#1 Katarinafps Fan !freeagent","271","2022-10-13T17:36:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_babyj-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"21","46172902108","134287989","yinsucollins","YinsuCollins","516575","VALORANT","live","NEW VALORANT AGENT HARBOR! Preview Event like a real streamer. I'm a vtuber now! !vtuber !boaster","220","2022-10-13T14:56:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yinsucollins-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"22","39763483575","180925973","flufee02","Flufee02","516575","VALORANT","live","NEW AGENT Setups for Harbor 2022 !oasis !newvid","206","2022-10-13T15:16:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_flufee02-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"23","40342619497","40454407","n0ted","n0ted","516575","VALORANT","live","HARBOR MAIN, GIGACHAD ACTIVATED.  / !mouse","186","2022-10-13T15:03:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_n0ted-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"24","39941750008","56512431","hwithouts","HwithoutS","516575","VALORANT","live","Finishing my Valorant battle pass","168","2022-10-13T10:51:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_hwithouts-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"25","40342847689","453831821","vessrain","Vessrain","516575","VALORANT","live","potato gets railed in dia comp | !socials !nightmarket","167","2022-10-13T16:30:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vessrain-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"26","46172927948","192208339","grayfps_","GRAYFPS_","516575","VALORANT","live","NEW HARBOR GAMEPLAY & SATCHEL STUFF VS STREAMERS!! / !socials","165","2022-10-13T15:02:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_grayfps_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""c2839af5-f1d2-46c4-8edc-1d0bfbd85070"")","FALSE"
"27","46172940572","218299232","andruwu","Andruwu","516575","VALORANT","live","Andruwu | NEW VALORANT Agent Harbor | !size !giveaway","165","2022-10-13T15:06:01Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_andruwu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"28","47296857677","60420780","gghosts_","GGhosts_","516575","VALORANT","live","Comp Valorant lesgoo !sub","151","2022-10-13T07:36:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_gghosts_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"29","47297228829","170180717","whyperk","whyPerk","516575","VALORANT","live","oVeRwAtCh - !hiatus !newVid | !socials !discord","124","2022-10-13T13:40:41Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_whyperk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"30","41385595691","100840762","shawnbm","ShawnBM","516575","VALORANT","live","⚡NEW AGENT HARBOR GAMEPLAY⚡BEST HARBOR NA ⚡ NEW VALORANT UI ⚡ WOW ⚡ COME SEE ⚡| !socials | !gift","123","2022-10-13T14:49:27Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shawnbm-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"31","41386028507","248649572","natt","Natt","516575","VALORANT","live","Girl Agent Voice Trolling :D !YT !Newvid","118","2022-10-13T19:03:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_natt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""c2839af5-f1d2-46c4-8edc-1d0bfbd85070"")","TRUE"
"32","39943031816","146733090","ahmetzone","ahmetzone","516575","VALORANT","live","Every L = 50 Pushups  - !discord","117","2022-10-13T16:24:00Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ahmetzone-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"33","40343218249","110058133","blakecissel","blakecissel","516575","VALORANT","live","Early Access Harbor Gameplay !socials","110","2022-10-13T18:24:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_blakecissel-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"34","40343188905","104888323","madelineislame","MadelineIsLame","516575","VALORANT","live","{ENVtuber} TO GOLD WE GO! !simp !smooch !throne !crosshair !rank","109","2022-10-13T18:15:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_madelineislame-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"35","39942589688","412619130","msvosch","msvosch","516575","VALORANT","live","TESTING HARBOR / AGENT #21 // 3 days until i move into !LL35","104","2022-10-13T14:53:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_msvosch-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"36","46173017852","151951417","jorhdys","Jorhdys","516575","VALORANT","live","EARLY ACCESS HARBOR GAMEPLAY","104","2022-10-13T15:28:33Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jorhdys-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"37","47297630301","79134626","tkayo","TKayO","516575","VALORANT","live","auto locking in on valorant :) | !socials !throne !kofi","99","2022-10-13T16:35:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_tkayo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"38","40343363801","538971223","redami","Redami","516575","VALORANT","live","[!drops] OW2 WIDOW/CASS DPS | !discord !newvid","93","2022-10-13T19:03:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_redami-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
