"","...1","id","user_id","user_login","user_name","game_id","game_name","type","title","viewer_count","started_at","language","thumbnail_url","tag_ids","is_mature"
"1","1","46163375196","39393054","scream","ScreaM","516575","VALORANT","live","helllo some duo w/beasty -  Follow my !social","7203","2022-10-10T18:55:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_scream-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"2","2","47283329149","420488297","frtingglitter","FrtingGlitter","516575","VALORANT","live","ANXIOUS LADY | !expressvpn !valoranttracker !blu !tottie","2974","2022-10-10T18:30:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_frtingglitter-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"3","3","41374651483","26202775","steel_tv","steel_tv","516575","VALORANT","live","so much fun! | !razer","1904","2022-10-10T19:38:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_steel_tv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"4","4","47283658909","119015407","dashy","Dashy","516575","VALORANT","live","cmon now @dashyszn !socials","1827","2022-10-10T19:51:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_dashy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"5","5","41374703083","29039515","brax","brax","516575","VALORANT","live","RANK 1 PLAYING ON ALT |  @brax1wnl","1340","2022-10-10T20:02:16Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_brax-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"6","6","41374732203","31630119","muyskerm","muyskerm","516575","VALORANT","live","I Just Want To Derank A Little","373","2022-10-10T20:15:49Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_muyskerm-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"7","7","40330835897","31351225","sarahcantaim","sarahcantaim","516575","VALORANT","live","short ranked stream prolly [25s delay]","372","2022-10-10T21:24:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_sarahcantaim-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"8","8","40330326681","227506541","johnqtcs","johnqtcs","516575","VALORANT","live","radiant ranked on alt for now hihi // !socials","309","2022-10-10T19:42:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_johnqtcs-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"9","9","40330156153","502951253","itsnatalieroush","itsnatalieroush","516575","VALORANT","live","your gamer gf is live !rank !twitter","290","2022-10-10T19:04:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itsnatalieroush-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"10","10","41374883627","142728478","a_babybay","a_babybay","516575","VALORANT","live","WE BACK | FaZe babybay | SMEAGACADEMY | !SCHEDULE","284","2022-10-10T21:20:55Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_a_babybay-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"11","11","46162722684","167770949","thumblesscudi","ThumblessCudi","516575","VALORANT","live","My Mum Says I Look Radiant","179","2022-10-10T17:22:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_thumblesscudi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"12","12","47283477309","110030663","aproto","aproto","516575","VALORANT","live","STREAAAAAAAAAAAAM| !YouTube !Discord !NewVid","150","2022-10-10T19:07:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aproto-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"13","13","46163212140","172540588","staticmmiv","StaticMMIV","516575","VALORANT","live","filling because life has no meaning | !twitter !discord !sub @StaticMMIV","121","2022-10-10T18:30:54Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_staticmmiv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"14","14","41374462475","132646440","geeza","geeza","516575","VALORANT","live","DEAGLE DEMON 👹 | RADIANT RANKED | 90/100 SUBS | follow my !socials !factor #sponsored","118","2022-10-10T18:04:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_geeza-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"15","15","41374772779","40247574","smacksmackk","SmackSmackk","516575","VALORANT","live","Immortal Brimstone ONE TRICK 🐴 !lineups - !newvid ASSASSIN BRIM","94","2022-10-10T20:33:44Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_smacksmackk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"16","16","47283831293","31631594","brush","Brush","516575","VALORANT","live","Peak Rank 6 VIPER/CONTROLLER !yt !duo !tracker","91","2022-10-10T20:29:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_brush-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"17","17","47282923773","77863472","frozone","Frozone","516575","VALORANT","live","wz player plays val","86","2022-10-10T16:37:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_frozone-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"18","18","46163964684","59341358","chelb","Chelb","516575","VALORANT","live","🔴GIMME RADIANT🔴 | !nbc !socials !discord !tts","76","2022-10-10T20:58:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_chelb-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"19","19","41374557003","91259548","theracoone","TheRacoone","516575","VALORANT","live","BEST THERE IS/WAS/WILL BE | JOIN PWEASE 👉👈 (20s Delay)","76","2022-10-10T18:53:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_theracoone-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"20","20","41374585755","554334298","raekanoa","raekanoa","516575","VALORANT","live","PLAY VALORANT WITH ME STINKIES | !dono !join !discord |","70","2022-10-10T19:06:27Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_raekanoa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"21","21","40330387753","405739372","wowi","wowi","516575","VALORANT","live","De Chill🔥🔥| Rankeds | !redes  !memide","66","2022-10-10T19:55:44Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_wowi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"22","22","46164043180","125895601","irishgoddessuwu","IrishGoddessUwU","516575","VALORANT","live","Come chill on spike rush with me❤️ᵘ ꒳ ᵘ [SpikeRushLover] !tiktok !twitter !youtube","58","2022-10-10T21:24:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_irishgoddessuwu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"23","23","46163099484","442322108","rinaele","rinaele","516575","VALORANT","live","SOLO Q TO ASCENDANT (PLS) !rank !server","54","2022-10-10T18:15:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_rinaele-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""e1a43486-eee5-4f36-9ee6-76e72af00180"", ""dffe48c0-951f-4bc3-a4a6-77a556988b70"", ""afc8211a-8eee-48b8-9e18-212f22f657db"", ""adc4a830-07f5-457b-95e5-5ab6cc1f9af3"", ""ac763b17-7bea-4632-9eb4-d106689ff409"")","FALSE"
"24","24","40330740233","87631465","ripsofia","ripsofia","516575","VALORANT","live","hello. how are you ? !yt","54","2022-10-10T21:06:47Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ripsofia-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"25","25","47283208941","570869500","xocheergurlox","xocheergurlox","516575","VALORANT","live","gaming (～￣▽￣)～ | !yt !throne !tip !cinch","54","2022-10-10T17:59:45Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xocheergurlox-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"26","26","47282409805","96118825","koldamar","Koldamar","516575","VALORANT","live","[10 Hour] 🟣 kaemi's lil brother 🟣 BALD AT 10K 🟣 !Smp !Discord !Socials 🟣","53","2022-10-10T13:07:18Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_koldamar-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"27","27","40329620233","511045232","mattfpstv","mattfpstv","516575","VALORANT","live","#1 NA Val player | Partner Grind | !iv !yt !settings","51","2022-10-10T16:54:01Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mattfpstv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"28","28","47283622637","197204206","marynah_","marynah_","516575","VALORANT","live","ranked then ow | !coachingform !rank","48","2022-10-10T19:43:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_marynah_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"")","FALSE"
"29","29","40329019609","218532507","bini","Bini","516575","VALORANT","live","Going for Ascendant in my first act - w/ Luck !rank","48","2022-10-10T13:06:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bini-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"30","30","47284195773","514054200","ciiaba","ciiaba","516575","VALORANT","live","TILT Q LOL | !duo !discord !tiktok","46","2022-10-10T21:44:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ciiaba-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"31","31","46163686236","156785764","thegoosehouse","TheGooseHouse","516575","VALORANT","live","TGH Weekly Skirmish | Finals | Lowers (Plat and below)","45","2022-10-10T19:47:04Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_thegoosehouse-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"32","32","46163471036","455273058","noxus_val","NoXuS_VAL","516575","VALORANT","live","[AR/EN]  |Road To TOP #1  NO CAP  !socials !twitter","44","2022-10-10T19:06:33Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_noxus_val-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"33","33","47282949501","61482933","funkbomb","FunkBomb","516575","VALORANT","live","Running it down on duelist that I don't play","44","2022-10-10T16:46:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_funkbomb-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"34","34","46163701884","667796333","feibe3","feibe3","516575","VALORANT","live","i have nice toes | !org !sponsor !socials !feetpics","41","2022-10-10T19:50:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_feibe3-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"35","35","46163491068","97425748","maxonahi","Maxonahi","516575","VALORANT","live","5 man with the LADS to immo","40","2022-10-10T19:09:38Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_maxonahi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""2193eee1-b8f0-43bd-a6d9-dba8a67528a1"", ""a31daeb5-edc2-4b29-afa1-84c96612836d"")","TRUE"
"36","36","47283732973","25765369","itschris","ItsChris","516575","VALORANT","live","It's Time for Some Nonsense","39","2022-10-10T20:07:41Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itschris-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"37","37","46163502620","247593098","dyn4styx","Dyn4styx","516575","VALORANT","live","(145/365) Everyone hide, a washed gamer is hopping online | !gf !newvid !playlist","38","2022-10-10T19:11:45Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_dyn4styx-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"38","38","47283427213","41448787","clevity_","Clevity_","516575","VALORANT","live","AFFILIATE SPEED RUN = COMPLETE / LETS CLICK SOME HEADS","38","2022-10-10T18:56:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_clevity_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"39","39","46163277260","645037156","pastelontwitch","pastelontwitch","516575","VALORANT","live","are you today? cause you're a 10/10 ....im single btw","37","2022-10-10T18:39:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pastelontwitch-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"40","40","39933096856","134537141","19hheo","19hheo","516575","VALORANT","live","today is a weird day !socials","36","2022-10-10T19:53:46Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_19hheo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""2ffd5c3e-b927-4749-ba53-79d3b626b2da"", ""81e9d348-82e5-4c4f-a140-d2b3779b912d"", ""6606e54c-f92d-40f6-8257-74977889ccdd"", ""dcf598ca-b5de-47d4-af33-ecabe9eaeee1"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"")","FALSE"
"41","41","41374377227","806546152","korkomwkamoun","korkomwkamoun","516575","VALORANT","live","Grinding HERE !!","36","2022-10-10T17:20:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_korkomwkamoun-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"42","42","47284012285","506666464","thelunadore","theLunadore","516575","VALORANT","live","ranked woofwoof + NEW YOUTUBE VIDEO | !newvid !tiktok !discord","35","2022-10-10T21:08:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_thelunadore-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"", ""52d7e4cc-633d-46f5-818c-bb59102d9549"", ""64d9afa6-139a-48d5-ab4e-51d0a92b22de"", ""67259b26-ff83-444e-9d3c-faab390df16f"")","TRUE"
"43","43","41374384475","504130437","granttruesdelluta","GrantTruesdellUTA","516575","VALORANT","live","🎸 POST SONGWRITING HANG 🎸 A BIT OF VALORANT BEFORE THANKSGIVING DINNER 🎸 YOU CHOOSE THE PLAYLIST >>> !sr (youtubelink) 🎸","35","2022-10-10T17:24:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_granttruesdelluta-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"44","44","46162826268","514743830","yksanna","ykSanna","516575","VALORANT","live","i got a job :D","33","2022-10-10T17:40:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yksanna-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"45","45","47283476653","210422077","queenshadows","queenshadows","516575","VALORANT","live","SUPER PEOPLE WAITING ROOM | !wishlist","33","2022-10-10T19:07:51Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_queenshadows-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"46","46","47283197965","528405422","sienapeachvt","SienaPeachVT","516575","VALORANT","live","[ENVtuber] New name who this? ♥ | !goals !tiktok !gremlin","32","2022-10-10T17:57:01Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_sienapeachvt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"47","47","41374398779","136399618","andrewonyx","andrewonyx","516575","VALORANT","live","VAL RANKED solo q 24 hr????| 300 SUB GOAL | down bad but losing =learning","32","2022-10-10T17:31:51Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_andrewonyx-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"48","48","41374020043","516938766","xjeselle","xjeselle","516575","VALORANT","live","1000 MINUTE STREAM TO CELEBRATE 1K FOLLOWERS !donate !socials !discord","31","2022-10-10T13:44:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xjeselle-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"49","49","41374539499","60812882","vigilsc","VigilSC","516575","VALORANT","live","Valorant? Hearthstone? OW2? Hard Hangs Regardless","29","2022-10-10T18:44:49Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vigilsc-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"50","50","40330051817","16204851","steveclaus","steveclaus","516575","VALORANT","live","To save on electricity I decided to wire the electric blanket and toaster together. Now I keep popping out of bed.","29","2022-10-10T18:40:24Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_steveclaus-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"51","51","46163293068","120687931","awoi","AwoI","516575","VALORANT","live","bONK - !Socials <3","28","2022-10-10T18:42:22Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_awoi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"52","52","47283828557","160748186","msfrost_e","MsFrost_E","516575","VALORANT","live","daily val gamezzz | !pobox","28","2022-10-10T20:29:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_msfrost_e-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"53","53","47283181677","487559928","2xbrando","2xBrando","516575","VALORANT","live","Be back soon !!!!  | 100/125 SUB GOAL | !VIP !yt !twitter !willy","27","2022-10-10T17:52:49Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_2xbrando-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"54","54","47283614013","182974934","izzygetsbizzzy","IzzyGetsBizzzy","516575","VALORANT","live","IMMORTAL RANKED |  !guides | !duo !metafy !discord !social","27","2022-10-10T19:41:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_izzygetsbizzzy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"55","55","40330513801","258282191","boneymeal","Boneymeal","516575","VALORANT","live","VAL CUSTOMS WITH VIEWERS !yt !riot !twitter","27","2022-10-10T20:21:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_boneymeal-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"56","56","40328441977","478334215","its_yaboikhris","its_yaboikhris","516575","VALORANT","live","First 24 hour strim WOOOOO","27","2022-10-10T04:37:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_its_yaboikhris-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"57","57","47283306525","640021315","swittzyy","swittzyy","516575","VALORANT","live","streaming until diamond","26","2022-10-10T18:25:15Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_swittzyy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""67259b26-ff83-444e-9d3c-faab390df16f"", ""81e9d348-82e5-4c4f-a140-d2b3779b912d"", ""adc4a830-07f5-457b-95e5-5ab6cc1f9af3"", ""dffe48c0-951f-4bc3-a4a6-77a556988b70"", ""e1a43486-eee5-4f36-9ee6-76e72af00180"")","TRUE"
"58","58","39933375176","170964256","mel_mhs","Mel_mhs","516575","VALORANT","live","duo ranky with the real caster MitchMan","26","2022-10-10T21:09:04Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mel_mhs-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"59","59","41374616347","190208924","angelwalks","AngelWalks","516575","VALORANT","live","Ranked Val w/ Angelwalks | !sub","25","2022-10-10T19:21:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_angelwalks-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"60","60","46163800988","437698382","j7jaden","j7jaden","516575","VALORANT","live","Late Night Vibes | Ascendant Comp! -> !twitter !overwatch","25","2022-10-10T20:12:40Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_j7jaden-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"61","61","46163228364","100897701","majorpar","Majorpar","516575","VALORANT","live","I'm Not Afraid! - !Giveaway !discord","25","2022-10-10T18:32:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_majorpar-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"62","62","46163628044","216901579","zeee3_","Zeee3_","516575","VALORANT","live","Are you today's date??? | !september !streak !dixper !tiktok [Hype Horizen]","24","2022-10-10T19:34:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_zeee3_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"63","63","47283889869","98072074","prestinni","Prestinni","516575","VALORANT","live","COD CHAMP IMMORTAL GAMEPLAY","24","2022-10-10T20:43:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_prestinni-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"64","64","40330280329","788640973","pockettrashvt","PocketTrashVT","516575","VALORANT","live","chill long weekend strim <3 i missed you, trashies! | new animated emotes!!! | !discord | !commands","24","2022-10-10T19:32:27Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pockettrashvt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"65","65","47283626685","217410100","sabxruiz","sabxruiz","516575","VALORANT","live","lazy streamer is live","23","2022-10-10T19:44:03Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_sabxruiz-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"66","66","47283447277","238526104","lazzybeans","LazzyBeans","516575","VALORANT","live","♡☆10 SUBS AND ILL DRAW A MUSTACHE,PRO VALORANT PLAYER♡☆","23","2022-10-10T19:00:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_lazzybeans-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""6606e54c-f92d-40f6-8257-74977889ccdd"", ""ac763b17-7bea-4632-9eb4-d106689ff409"", ""d47ba636-e313-4887-ad18-237ef81a5161"")","FALSE"
"67","67","47283742669","88206160","photomn","PhotoMN","516575","VALORANT","live","👿 Washed Immortal 3 Battles Ascendant Goonies In His New Rank 😱| !Discord !Sens !Rank !Socials |","22","2022-10-10T20:09:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_photomn-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"68","68","40330381945","689043939","minklez","Minklez","516575","VALORANT","live","#MINKFORGAMERSUPPS // are you todays date? because you look and sound 10 | !gofundme !of !riot !socials !points !gamble","22","2022-10-10T19:54:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_minklez-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"69","69","40329344921","447426605","jennaxee","jennaxee","516575","VALORANT","live","egirl yoinking pathetic eboys rr (hopefully) // !dadjoke !hit !socials !poop !pun","22","2022-10-10T15:29:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jennaxee-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"70","70","47283795325","29758182","the_lunafox","the_lunafox","516575","VALORANT","live","!coaching !metafy | Bless me on this day | 422rr start","22","2022-10-10T20:21:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_the_lunafox-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"71","71","40330369897","204081863","rivesor","rivesor","516575","VALORANT","live","hi :)","22","2022-10-10T19:52:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_rivesor-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"72","72","41374572475","545476654","ryeua","Ryeua","516575","VALORANT","live","I LET A WHEEL DECIDE WHAT GUN I USE?? || WANNA BE ON THE MONTHLY SUBWALL !sub || !socials !discord !subwall !merch !wishlist","21","2022-10-10T19:00:40Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ryeua-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""ac763b17-7bea-4632-9eb4-d106689ff409"", ""afc8211a-8eee-48b8-9e18-212f22f657db"", ""dffe48c0-951f-4bc3-a4a6-77a556988b70"", ""3575df89-da01-4fc1-939c-b5465093ed04"")","TRUE"
"73","73","47283877757","735924357","moguvt","moguVT","516575","VALORANT","live","r u popeye's mashed potatoes cus ur also today's date","21","2022-10-10T20:40:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_moguvt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"74","74","46162532828","143819903","littlecheese_","LittleCheese_","516575","VALORANT","live","NEW | Learning how to be a giga gamer! Ask if u want to join| !val !goal","21","2022-10-10T16:39:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_littlecheese_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"75","75","47283796173","211760066","pawsytv","PawsyTV","516575","VALORANT","live","are you todays date? bc you're a 10/10 || !ga || !goo || !sleeve || !discord || !socials || !streamloots || !bits || !sub || !merch","21","2022-10-10T20:22:11Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pawsytv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"76","76","46163330204","111250267","pikachuelaine","PikachuElaine","516575","VALORANT","live","should I try overwatch? !discord !Socials","20","2022-10-10T18:48:26Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pikachuelaine-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""67259b26-ff83-444e-9d3c-faab390df16f"", ""dcf598ca-b5de-47d4-af33-ecabe9eaeee1"", ""e1a43486-eee5-4f36-9ee6-76e72af00180"", ""3575df89-da01-4fc1-939c-b5465093ed04"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"")","TRUE"
