"","...1","id","user_id","user_login","user_name","game_id","game_name","type","title","viewer_count","started_at","language","thumbnail_url","tag_ids","is_mature"
"815","17","47317952925","212744599","co1azo","Co1azo","516575","VALORANT","live","My First Act. Last Day to Hit Ascendant. All or Nothing. | !scuf | TSM FTX Co1azo","122","2022-10-17T05:17:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_co1azo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"816","18","41400471211","620732097","jakesbakedcake","JakesBakedCake","516575","VALORANT","live","yoma","120","2022-10-17T06:33:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jakesbakedcake-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"817","19","46183731836","126340563","wuskindash","wuskindash","516575","VALORANT","live","Need vibes..","114","2022-10-16T04:52:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_wuskindash-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"818","20","40360434185","497770399","linaboyy","linaboyy","516575","VALORANT","live","CROC N BALLS !rank !socials i love SOUP","94","2022-10-17T04:05:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_linaboyy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"819","21","41399341755","198669420","livvcote","livvcote","516575","VALORANT","live","Gamin Ranked allllll night !Socials !Discord","91","2022-10-17T00:50:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_livvcote-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""83341063-b1f1-4340-a0c5-ffcad0257920"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"")","FALSE"
"820","22","41400152859","623347986","annazhuuu","annazhuuu","516575","VALORANT","live","immortal elo comp games :) !socials !wishlist","91","2022-10-17T04:38:24Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_annazhuuu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"821","23","41400344923","205261379","loughh","loughh","516575","VALORANT","live","end of act ranked.. twitchcon vlog up !vlog !sub !storefront","85","2022-10-17T05:44:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_loughh-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"822","24","47317413229","617502489","itstsunamicat","itsTsunamiCat","516575","VALORANT","live","Valorant with Viva ~ Model Reveal !debut✨ [PARTNER PUSH] | !partner !7tv !collab","84","2022-10-17T03:00:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itstsunamicat-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"823","25","41400252939","518810262","nicsharrock","nicsharrock","516575","VALORANT","live","<3","76","2022-10-17T05:11:08Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_nicsharrock-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"824","26","41399258027","524140289","endicci","endicci","516575","VALORANT","live","im rdy u rdy? !ghost !discord","76","2022-10-17T00:24:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_endicci-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"825","27","39957825592","788933136","yas10line","yas10line","516575","VALORANT","live","Valorant Chill  // !şarkı // !rank","75","2022-10-17T06:24:54Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yas10line-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"826","28","41400329563","93862448","jimmyjam_","JimmyJam_","516575","VALORANT","live","ONE WITH THE BIRD *SKYE MAIN* RANKED","72","2022-10-17T05:38:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jimmyjam_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"827","29","41399602539","750086485","noodohl","noodohl","516575","VALORANT","live","Why can't i stop winning? | !merch !discord","69","2022-10-17T02:01:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_noodohl-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"828","30","47317407245","46201261","kaytinez","Kaytinez","516575","VALORANT","live","only cuties can join | !newname | !Feetpics | !Fanhouse | !rank | !socials","52","2022-10-17T02:58:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kaytinez-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"829","31","40360671097","143663555","judgment_na","Judgment_NA","516575","VALORANT","live","BEST KAY/O WORLD ATTEMPTS TO GAIN RR BACK, WILL HE BE SUCCESSFUL","51","2022-10-17T06:02:12Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_judgment_na-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"830","32","47317743613","560784667","smokeyokuma","SmokeyOkuma","516575","VALORANT","live","wait what game is this","50","2022-10-17T04:14:27Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_smokeyokuma-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"831","33","40358911689","87631465","ripsofia","ripsofia","516575","VALORANT","live","WE GONNA WIN TODAY IDC AHHHHHHHHHHH !yt","48","2022-10-16T23:02:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ripsofia-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"832","34","47316692525","786818126","ttoastay","ttoastay","516575","VALORANT","live","First ever sub-a-thon! | CUSTOMS | !incentives !contest !socials","48","2022-10-17T01:00:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ttoastay-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"833","35","41400459515","482793176","merlinjpc","MerlinJPC","516575","VALORANT","live","I've Missed You <3 | THANK YOU FOR 800 | !discord !cafe","47","2022-10-17T06:28:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_merlinjpc-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"834","36","47316727213","205502022","cleggnation","cleggnation","516575","VALORANT","live","POSITIVE VIBES ONLY !vip  !tarik !socials !discord","47","2022-10-17T01:04:43Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_cleggnation-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"835","37","47316330173","137945153","starriebun","starriebun","516575","VALORANT","live","XSET starriebun // 25th BDAY STREAM  | @starriebun on socials","46","2022-10-17T00:07:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_starriebun-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"836","38","41400229387","406079206","kirsten","Kirsten","516575","VALORANT","live","(AUS) NAME JEFF | !discord ♡","45","2022-10-17T05:03:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kirsten-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"837","39","41400364667","170186535","aloeson","aloeson","516575","VALORANT","live","late night stream c: | !wishlist ( • ө • ) ♡ @aloeson on all socials","43","2022-10-17T05:52:08Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aloeson-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"838","40","47317555757","236442611","sapphire_q","Sapphire_Q","516575","VALORANT","live","Playing Blue Characters Only! !socials !discord","43","2022-10-17T03:30:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_sapphire_q-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"839","41","41400238443","27094456","career","Career","516575","VALORANT","live","Valorant Mental Decline Autobiography: A Radiant Comes @careertwitch","42","2022-10-17T05:06:24Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_career-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"840","42","47317963645","144870946","snipezoutz","SnipezOutz","516575","VALORANT","live","night vibes <3 | Road To Partner | !social | !headshot | !gamersleeve","42","2022-10-17T05:21:47Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_snipezoutz-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"841","43","47318094525","583931956","mckenical","mckenical","516575","VALORANT","live","I AM the plushy god  & immo grind!! 2 yrs of streaming!! !rank !god !plushy","41","2022-10-17T06:24:02Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mckenical-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"842","44","41398591579","136399618","andrewonyx","andrewonyx","516575","VALORANT","live","VAL RADIANT RANKED  400 SUB GOAL","40","2022-10-16T20:49:24Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_andrewonyx-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"843","45","41398157323","137874738","purevt","PureVT","516575","VALORANT","live","♥ Riot Addict ♥","40","2022-10-16T18:08:15Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_purevt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"844","46","40360017129","177376359","shiyori","shiyori","516575","VALORANT","live","♡ Viewer night! :D  ฅ^•ﻌ•^ฅ | !collab !discord","39","2022-10-17T02:15:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shiyori-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"845","47","41400167323","527990189","l21saac","L21saac","516575","VALORANT","live","Valorant Ranked But I May or May Not Be Sober | !coaching !rr","38","2022-10-17T04:42:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_l21saac-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"846","48","39773039943","674914622","shibasappy","shibasappy","516575","VALORANT","live","covid stream","37","2022-10-17T06:25:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shibasappy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"847","49","41399582939","80447512","vivavibe_","VivaVibe_","516575","VALORANT","live","『IDOL VTUBER』Valo + TsuTsu Collab! | !collab !viva","37","2022-10-17T01:56:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vivavibe_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"848","50","46187633612","115644195","zyadinho_","zyadinho_","516575","VALORANT","live","hi guys","36","2022-10-17T06:51:59Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_zyadinho_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"849","51","47317818269","472558368","comedicusrussell","comedicusrussell","516575","VALORANT","live","THE NEXT RADIANT PRO","34","2022-10-17T04:35:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_comedicusrussell-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"850","52","41400008011","93768156","xwaveyy","xWaveyy","516575","VALORANT","live","Date Night w/ KittyMalisz! | !TD | Socials | #PartnerPush","34","2022-10-17T03:54:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xwaveyy-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"851","53","41400378139","689206695","luxchee","luxchee","516575","VALORANT","live","surprise 12 hour stream | celebrating 1 year of streaming | new png new emotes","33","2022-10-17T05:57:31Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_luxchee-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"852","54","41399735643","409826278","cnrcries","CNRCries","516575","VALORANT","live","minecraft then val | Zen Cries | #ad !HBOMAX !discord","33","2022-10-17T02:37:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_cnrcries-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"853","55","41399884683","630805173","hallidaze01","hallidaze01","516575","VALORANT","live","sleepy gaming","30","2022-10-17T03:18:49Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_hallidaze01-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"854","56","41399499899","178506862","chiellevt","ChielleVT","516575","VALORANT","live","rank grinding owo ✿ !discord !throne","29","2022-10-17T01:33:09Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_chiellevt-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"855","57","39772776455","75900175","zenovlr","ZenoVLR","516575","VALORANT","live","Grind back to Radiant LETS GO 20s Delay !rank","29","2022-10-17T03:40:55Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_zenovlr-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"856","58","47317566429","119584214","zu0ras","Zu0ras","516575","VALORANT","live","stream is being scuffed :/ !facereveal !socials !discord !tiktok","28","2022-10-17T03:32:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_zu0ras-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"857","59","41400208203","173002619","brxkennn","brxkennn","516575","VALORANT","live","short stream w/ gavo & lilly | Lurks & Tabs Appreciated |  !socials","27","2022-10-17T04:56:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_brxkennn-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"858","60","41399704923","47838726","whaletrina","whaletrina","516575","VALORANT","live","balo time [valo week day 1] | !discord","26","2022-10-17T02:29:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_whaletrina-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"859","61","41399554331","42185220","ladybirdin","LadyBirdIn","516575","VALORANT","live","Roses are red... <3 [18+] ♥ suck it sunday  ♥ !discord !hug","26","2022-10-17T01:48:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ladybirdin-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"860","62","41400030315","575500065","hatsukitenshi","HatsukiTenshi","516575","VALORANT","live","(en/jp) satoru gojo has been sealed for 1000 days","26","2022-10-17T04:00:47Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_hatsukitenshi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"861","63","40359776105","626876774","wichiblue","wichiblue","516575","VALORANT","live","Empezamos de cero...","26","2022-10-17T01:28:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_wichiblue-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"862","64","41399484875","28803926","pewpewbazooka","pewpewbazooka","516575","VALORANT","live","VAL RANKED ON ALT","26","2022-10-17T01:29:08Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pewpewbazooka-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"863","65","47316598973","458911404","tessy8","tessy8","516575","VALORANT","live","stream for the mommies","26","2022-10-17T00:47:25Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_tessy8-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"864","66","41399422011","532597336","yangsoonx","yangsoonx","516575","VALORANT","live","NEW KNIFE WE CLIMBIN","26","2022-10-17T01:11:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yangsoonx-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"865","67","41400495771","500065166","artisansamaritan","ArtisanSamaritan","516575","VALORANT","live","Valo Chill with Oats","25","2022-10-17T06:43:25Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_artisansamaritan-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"866","68","40358329289","60523778","nessaroo","nessaroo","516575","VALORANT","live","how to LFT? | !socials !discord","25","2022-10-16T21:19:54Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_nessaroo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"867","69","41399495963","676403477","nenniiee","nenniiee","516575","VALORANT","live","[OCE] 12 hr stream ? ? - !socials !commands !tiktok !discord","25","2022-10-17T01:32:08Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_nenniiee-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""81e9d348-82e5-4c4f-a140-d2b3779b912d"", ""048c2c71-5ba9-4d71-b82e-8e0ed72a4785"", ""15530b1f-f40f-457c-8db2-23e0828518d9"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"", ""e1a43486-eee5-4f36-9ee6-76e72af00180"")","TRUE"
"868","70","41400364219","134173773","luvmails","luvmails","516575","VALORANT","live","[en/es] IM BACKKK! !twitter","25","2022-10-17T05:51:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_luvmails-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"869","71","41399726779","469626449","bewa","bewa","516575","VALORANT","live","🚨 SEN BEWA 🚨 HITTING GOLD 2 TONIGHT 🚨 BIG JUICER PLAYS 🚨 ION 2.0 BUNDLE GIVEAWAY 🚨 REAL 🚨 ACES ONLY 🚨","25","2022-10-17T02:35:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bewa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"870","72","40358837145","474651211","ghoststationtv","GhostStationTV","516575","VALORANT","live","Streamer Man Missed You | Daily Sub Goal: 10/25 | Subs Goals: 483/500","24","2022-10-16T22:50:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ghoststationtv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"871","73","40360008233","109967705","shinobidotexe","shinobidotexe","516575","VALORANT","live","I'M GETTING THIS FROG IDC | !socials !discord [PNGTUBER]","24","2022-10-17T02:13:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shinobidotexe-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"872","74","40360098729","448979243","raphtallavr","RaphtaLlaVR","516575","VALORANT","live","FoxGirl Pews [+18] Mute Stream !socials","24","2022-10-17T02:32:58Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_raphtallavr-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"873","75","41400431243","574701695","nesssabear","nesssabear","516575","VALORANT","live","takin on comp !twitter !lurk","24","2022-10-17T06:17:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_nesssabear-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"874","76","41399585211","522611921","xo_maki","xo_maki","516575","VALORANT","live","[esp/eng] [pc] u ever just kinda maybe like just idk.. hi ~","24","2022-10-17T01:57:25Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xo_maki-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"875","77","47316133293","522699480","khamykilla","KhamyKilla","516575","VALORANT","live","Super Chill Vibes Only! ✨ Giving Out 10 VIPS! 7 left 👀 !teamkilla !ig !twitter !discord !donate","23","2022-10-16T23:40:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_khamykilla-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"876","78","41399474155","595969883","ladyvalorant","LadyValorant","516575","VALORANT","live","[ENG/NA] date night tingz ♡ | !zayn !youtube !socials","23","2022-10-17T01:25:53Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_ladyvalorant-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"877","79","47317918381","218532507","bini","Bini","516575","VALORANT","live","The Home Stretch // pushin' Ascendant - !rank","23","2022-10-17T05:04:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bini-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"878","80","41400323067","462785581","mrc0c0_","MRC0C0_","516575","VALORANT","live","Whats Good. Here to have have. Such a BOT !socials.    #FAMJAM  #SB CERTIFIED #CAMPSARMY","23","2022-10-17T05:36:15Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mrc0c0_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"879","81","47315258909","167847140","oxxyog","OxxyOG","516575","VALORANT","live","What's the moves? !discord","22","2022-10-16T21:13:59Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_oxxyog-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"880","82","47317711229","217959810","oliviaxo","oliviaxo","516575","VALORANT","live","WE GOT NEW EMOTES!!!!! / sub goal 350/369♡♡","22","2022-10-17T04:05:47Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_oliviaxo-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"881","83","41400280539","506792939","jo2uke","jo2uke","516575","VALORANT","live","beep bop bepe beppeo bop","22","2022-10-17T05:21:12Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jo2uke-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"882","84","41399717499","31086460","itsroyaltea","ItsRoyalTea","516575","VALORANT","live","All you lonely folks in chat, I will make your night....ABSOLUTELY BEAUTIFUL!!!!  ( ͡° ͜ʖ ͡°)  [中文/ENG] | !rules !規則 !bf !waifu !twitchcon22","22","2022-10-17T02:32:35Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itsroyaltea-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"883","85","40360705433","162788783","4may20","4may20","516575","VALORANT","live","cute short stream <3 hi | !socials","21","2022-10-17T06:30:33Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_4may20-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""10efb474-6975-4538-a1a7-e40ed8093dac"", ""1eba3cfe-51cc-460a-8259-bc8bb987f904"", ""315618b7-c996-443d-a993-e8d5cdb5d1bd"", ""c3ee1454-7621-4319-8f83-bd993753b280"")","TRUE"
"884","86","40359862409","231993092","yagirlsarina24","yagirlsarina24","516575","VALORANT","live","Yoooo | !squirt !nut !of !pp !cc","21","2022-10-17T01:44:13Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yagirlsarina24-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"885","87","47317122525","551834229","president_poundcake","President_Poundcake","516575","VALORANT","live","Why are we here | !discord !twitter","21","2022-10-17T02:06:33Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_president_poundcake-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"886","88","41398727643","70100763","huynh","HUYNH","516575","VALORANT","live","RADIANT GRIND // trying new !mouse // !coaching // !haircut","20","2022-10-16T21:35:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_huynh-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"887","89","41400144075","590717961","itzbaenana","itzbaenana","516575","VALORANT","live","what's ur whiff count?  !cosplay !12hrs","20","2022-10-17T04:35:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_itzbaenana-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"888","90","41398605771","113469150","gabesu","gabesu","516575","VALORANT","live","reyna only to radiant challenge | !qotd | Twitter @yungabesu","20","2022-10-16T20:54:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_gabesu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"889","91","41399824299","659493536","skyekite","SkyeKite","516575","VALORANT","live","【VTuber】Valorant with Friends! 🪁♥ ପ(๑•ᴗ•๑)ଓ ♡ | !discord // Type 'pizza' or 'love","20","2022-10-17T03:02:18Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_skyekite-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"890","92","41400388667","160698684","fragile_val","Fragile_val","516575","VALORANT","live","new png launch! | !discord !teamcafe !png","20","2022-10-17T06:01:08Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_fragile_val-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"891","93","41399313243","487087751","lilyywonka","lilyywonka","516575","VALORANT","live","only valo @Kawaakaritv","20","2022-10-17T00:41:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_lilyywonka-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"892","94","41399996043","50469147","aimatory","Aimatory","516575","VALORANT","live","Lonely sleep deprived E-kitten will meow for duo | Day#58 | !handsize, !tiktok, !youtube, !squad, !discord","19","2022-10-17T03:50:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aimatory-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"893","95","41400320523","100805563","kidvoet","kidvoet","516575","VALORANT","live","existing","19","2022-10-17T05:35:13Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kidvoet-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"894","96","41399712571","658904627","kenfuzed_","kenfuzed_","516575","VALORANT","live","𝙝𝙤𝙥𝙚 𝙮𝙤𝙪 𝙝𝙖𝙙 𝙖 𝙜𝙧𝙚𝙖𝙩 𝙙𝙖𝙮 (: | Followers: 597/600 | !𝙙𝙞𝙨𝙘𝙤𝙧𝙙 !𝙨𝙤𝙘𝙞𝙖𝙡𝙨 | 💯🤍","18","2022-10-17T02:31:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kenfuzed_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
